Age,Sex,Pclass,Survived,Sex_encoded
41.20940407684893,male,2,0,1
39.155553981501974,male,3,1,1
29.686476090537777,female,2,0,0
31.75991074963173,male,1,0,1
49.16497343682637,female,1,1,0
21.12642916746255,female,2,1,0
38.20646071755057,female,1,1,0
26.96711021349159,female,1,0,0
26.734781951591696,male,3,1,1
46.48165277980785,female,2,0,0
42.38124523482045,female,2,1,0
42.20264454000958,male,3,0,1
49.582182107314935,female,1,1,0
30.315057624491384,male,1,0,1
40.22929456942446,female,2,0,0
25.34599865109816,male,1,1,1
34.86249528732663,female,3,1,0
28.04785418448473,male,3,0,1
31.45493947489077,female,2,1,0
38.9273553815537,female,3,0,0
17.72668975149791,male,3,1,1
61.3858091352819,male,2,0,1
14.909739277504471,male,3,1,1
11.787170808184019,male,3,1,1
47.37166310250102,female,3,1,0
41.87494040944404,female,1,1,0
39.36179725578233,male,2,0,1
39.4251826389642,female,2,1,0
29.81629840729628,male,2,0,1
16.541184427712526,male,1,0,1
31.137068372905894,female,1,0,0
19.842574327318324,female,2,1,0
44.62679600126627,female,1,1,0
27.79413927746792,female,2,0,0
17.617542048112327,female,1,1,0
25.179212375205097,female,3,1,0
36.193971814134365,female,3,1,0
21.54413170794038,male,2,1,1
17.666694066503528,male,1,0,1
33.65530817237868,male,1,1,1
33.674498566630845,male,3,1,1
22.395852369433054,male,3,1,1
22.93442541572516,female,1,0,0
33.480749060364545,male,1,1,1
8.278734877540138,male,1,1,1
8.888043384351672,male,1,1,1
19.22333668121346,male,1,0,1
26.79829272432229,male,1,0,1
34.66361348397007,male,2,1,1
52.13034325424328,male,1,0,1
42.86489434803029,female,3,1,0
27.600922050548593,female,2,0,0
29.714756881459667,male,1,0,1
14.962059530432867,female,3,1,0
29.722302960114153,female,2,1,0
25.670120416197925,female,3,0,0
34.84077840507134,female,1,1,0
17.591535846715153,male,1,0,1
37.79019771361759,female,1,1,0
52.99108369503867,female,1,1,0
28.368597773147137,female,2,0,0
36.02567583148412,male,2,0,1
40.352159875666686,male,3,1,1
23.981692921712458,male,1,0,1
33.36138722715625,male,3,1,1
30.18888601172692,male,2,0,1
31.465141478232475,male,1,0,1
18.404853242168002,male,1,1,1
30.36765261388414,female,2,1,0
37.46997436868175,female,2,1,0
51.767154116925624,female,2,1,0
44.3890623912781,male,2,1,1
62.29773686267335,male,2,0,1
18.489786556679256,male,1,1,1
43.08480955081017,male,2,0,1
32.75013008607527,male,1,1,1
62.847043998265086,female,1,1,0
17.87552571967273,female,2,0,0
17.40417236728836,male,2,0,1
21.009110318339665,male,1,0,1
-1.8584358646471024,male,2,0,1
22.113674674788584,male,2,1,1
18.61301007669453,female,2,1,0
32.25590679714311,male,3,1,1
35.12633963665739,male,1,0,1
58.14256258823829,male,3,1,1
44.256357572790755,male,2,0,1
21.346445165063955,female,3,1,0
16.52377992977463,male,2,0,1
37.37878757259759,male,3,1,1
10.196501894690368,female,2,1,0
57.47188148781531,female,3,0,0
47.69160181081931,female,3,1,0
22.962365218429426,male,3,0,1
4.302982063636836,male,1,1,1
50.30808561248119,female,3,1,0
28.281902321210733,female,1,0,0
48.56724467960193,female,2,0,0
6.083585118084493,female,3,0,0
21.009374655693406,female,2,0,0
30.078655495772747,female,2,0,0
30.70470890647113,male,3,1,1
23.249017927811344,male,1,0,1
39.34274898521248,male,3,0,1
13.985693559261083,female,2,1,0
27.864307724680597,female,2,1,0
31.804434475678484,female,3,1,0
37.71658251088124,female,1,1,0
40.674223171333345,female,1,0,0
13.130368622431963,female,2,1,0
6.988287438965667,male,2,0,1
49.16515232847763,male,1,0,1
34.98471017969388,female,3,1,0
18.772701951651698,male,2,0,1
53.26727963283784,female,1,0,0
31.73511951439288,male,2,1,1
47.689457760957396,female,3,1,0
31.012777221151634,female,1,1,0
60.91121887322981,male,2,1,1
56.33011263664807,male,3,1,1
26.265537772813897,female,2,1,0
44.57356426431533,female,3,0,0
39.680639243777215,male,3,0,1
50.52947336298523,male,1,1,1
15.526148091298433,female,3,1,0
40.29077189997659,male,2,1,1
45.876367302743816,female,3,1,0
3.618907703653285,female,3,1,0
12.251122310013372,female,1,1,0
-0.5884826664015073,female,3,1,0
25.958897483331633,male,3,1,1
40.76313383693943,male,2,0,1
52.53535578144042,male,1,0,1
31.11142170629663,male,1,0,1
54.42923318356938,male,1,0,1
9.29847812677663,male,3,0,1
4.449263409672682,male,1,1,1
29.166784516550717,female,3,1,0
35.76098173408961,male,3,0,1
29.509578778588605,male,2,1,1
-1.011631500598149,female,2,1,0
28.663199407308174,male,2,0,1
10.432957492427203,male,2,0,1
40.04508823245058,female,2,1,0
35.498973691452726,male,3,1,1
15.90180320508967,male,3,0,1
22.291996239949597,male,1,0,1
14.111797171665726,female,3,1,0
29.05981354090242,male,3,0,1
44.327134807518576,male,2,0,1
15.214109304966843,female,3,0,0
37.560697732767665,male,2,0,1
22.04613572441339,female,1,1,0
18.106907516064837,female,1,0,0
28.394544600681634,male,3,1,1
14.47136516370939,female,1,1,0
21.69526041979227,female,3,1,0
12.031831611167274,male,1,1,1
59.47087699374584,female,2,1,0
30.52895327957593,female,2,1,0
19.504117380111218,male,2,1,1
33.20969866101333,male,2,1,1
28.315079254637553,male,3,0,1
26.685456007001655,female,1,1,0
39.21250050065138,male,3,0,1
41.36261565070958,female,2,0,0
22.04248278584209,female,3,0,0
21.362726390329797,female,1,1,0
25.87422454272534,female,3,1,0
-4.528817471033776,female,1,1,0
7.272134067021717,female,3,0,0
50.50311401166787,female,1,1,0
54.67451570251926,male,1,0,1
26.264459406654325,male,2,1,1
38.648354445836496,female,1,1,0
34.66875231815304,female,2,1,0
76.18321212682856,male,2,0,1
46.79362367151865,female,2,0,0
28.0812361277885,male,3,1,1
15.666893390993614,male,3,1,1
5.903305196136412,male,3,1,1
33.051954538008346,female,3,0,0
18.65473882073545,female,1,1,0
8.666194356034886,male,1,1,1
20.301406736362104,male,3,0,1
13.776779945784074,male,1,1,1
55.30712452608847,male,1,0,1
43.224596354241754,male,2,1,1
29.88041038025074,female,2,1,0
52.19916208335039,male,2,0,1
31.160524614714273,female,2,0,0
17.080736980076047,male,1,1,1
52.84686115904486,female,3,0,0
38.08365065526988,female,1,1,0
14.441307685103155,female,1,1,0
27.144919828745877,female,1,1,0
16.865726199228643,female,2,1,0
9.25800403553496,female,2,1,0
43.892663212974625,male,2,1,1
58.64124960705196,female,3,0,0
9.02148639271288,male,1,0,1
38.444538550358565,female,3,1,0
20.240361463172597,female,2,0,0
22.69311924352956,male,3,1,1
21.114091136416963,female,1,0,0
17.040138454802758,male,1,1,1
30.727824419172403,male,2,1,1
17.535748253834434,male,2,1,1
34.056852386697585,male,3,1,1
29.246428358262946,female,2,1,0
26.415779297003855,female,2,1,0
16.386545069376034,male,1,1,1
21.34843004147501,female,2,1,0
41.33086838738634,female,2,0,0
37.51375781436571,male,1,0,1
15.336671328021735,female,1,0,0
31.48998458143839,male,3,1,1
41.27080685057683,male,2,1,1
4.958920783179423,female,1,1,0
38.15040288569902,female,3,0,0
20.0606436158123,female,3,0,0
38.55898002889739,male,2,1,1
18.551112651862248,male,2,1,1
2.926768490032213,female,3,1,0
5.586863431752562,female,1,0,0
30.721274199920728,female,3,1,0
33.89583752582223,female,2,1,0
16.435250623433873,male,1,1,1
39.57888688166061,female,1,0,0
5.077199065965601,male,3,0,1
29.00880302029025,male,2,1,1
11.834757003563151,female,3,1,0
20.222458382967613,female,3,1,0
30.71098006974621,female,3,1,0
17.093799520740713,male,1,1,1
24.23166683655262,female,1,1,0
45.094392138216605,female,2,0,0
21.34662195715277,male,2,0,1
42.535381680977125,female,3,0,0
13.05439718013573,male,3,0,1
37.947062668729245,female,3,1,0
51.6235293098685,male,2,1,1
-7.074667501909339,female,1,1,0
18.046571167942847,female,1,1,0
38.6560819077081,male,3,0,1
26.95431920935511,male,3,0,1
35.56718810056963,female,3,1,0
20.940222199262692,male,3,1,1
31.298846812093498,male,2,0,1
27.66484146911881,male,1,0,1
47.51673092489711,male,3,0,1
33.816312649518196,female,2,0,0
35.064039931128036,female,3,0,0
23.82184550816299,male,3,1,1
22.6859066389126,male,1,0,1
23.511627182705688,male,3,1,1
35.91678213567445,male,1,1,1
23.685232787696055,female,1,1,0
34.34662285344619,female,1,0,0
61.13101197968158,male,2,0,1
43.06687055147539,male,2,1,1
25.109647017482384,male,1,1,1
48.01820883245917,female,3,0,0
23.878869404676728,male,1,0,1
-0.5718680276678079,female,3,0,0
14.878705336238939,male,1,1,1
1.9381211846121644,female,3,1,0
24.72729773938037,male,2,1,1
30.276275687843274,female,3,1,0
55.146559684129244,male,1,0,1
34.90391060646244,male,2,1,1
26.713492067867037,male,3,0,1
42.441083717752335,female,3,1,0
-3.1670296351182756,male,3,1,1
33.53421837162849,female,3,1,0
41.562977908304504,female,3,1,0
7.821206313302376,male,2,0,1
47.15631064810394,male,2,1,1
35.07744611241621,male,2,1,1
23.770681291487982,female,2,1,0
39.491727991594274,male,1,0,1
64.06039286706593,female,2,1,0
32.72799382587743,female,3,1,0
33.723308794505044,male,3,1,1
23.10958650689634,male,2,0,1
17.252334458028123,male,3,1,1
42.455037248163684,male,2,1,1
17.15874261136699,male,3,1,1
31.073493558290888,male,1,0,1
22.835138298523248,female,1,1,0
37.18469738619588,female,2,1,0
35.00493157930423,female,2,0,0
45.563099163868486,male,2,0,1
22.349754017178796,female,3,1,0
25.95187597059943,female,2,1,0
15.31854426326539,female,1,1,0
23.335601098858326,female,3,1,0
35.65950739567278,female,2,1,0
41.35482924968028,male,3,0,1
16.167520137335618,male,3,1,1
43.044088801584905,female,2,0,0
50.33456788207427,female,3,0,0
36.20152354835551,female,1,1,0
58.151937188370994,male,1,1,1
18.393162013446407,male,3,1,1
11.330179450328746,female,2,0,0
3.3191962664358208,male,3,1,1
52.440664672337746,male,1,1,1
39.81548484531086,female,3,1,0
29.166229936343175,male,3,0,1
34.1995293947973,male,1,0,1
13.117664290524353,female,3,1,0
66.68627969425239,male,3,0,1
31.938317729628412,male,2,1,1
31.640921919073392,female,2,1,0
40.88649935848038,male,1,1,1
37.2151384760507,male,1,0,1
33.35826036418697,female,1,0,0
18.14288316832032,female,2,1,0
37.072025357039934,female,1,0,0
58.2303674471255,male,1,0,1
50.18130069232467,female,1,1,0
53.89779939959095,male,2,0,1
22.33176485353222,female,3,0,0
15.155927696121287,male,1,1,1
28.11319619850528,female,3,0,0
30.83587368433042,female,1,1,0
46.41287277706422,female,3,1,0
4.61303055427771,female,2,0,0
52.943254791909204,male,2,1,1
27.62988152131516,female,1,1,0
23.596783950788698,female,3,1,0
14.818434371097487,male,2,0,1
5.177149922013459,female,1,1,0
42.34755875942872,male,1,1,1
31.099769507826057,female,2,1,0
10.650586503884192,female,2,0,0
10.573818419045757,female,1,1,0
24.963229510648077,male,3,1,1
55.035322879340896,female,3,1,0
26.106129729545927,female,3,1,0
7.452855703228408,female,1,0,0
26.313854038710836,male,2,0,1
25.909146453784942,male,1,0,1
-10.453299644123575,female,2,1,0
29.18557700223282,male,3,0,1
26.53598204686983,female,3,0,0
40.44309547220128,female,2,0,0
57.73434142418018,female,2,0,0
46.89847544321636,female,1,0,0
25.96666964167754,female,3,1,0
13.402111368874944,female,1,1,0
68.60039704874791,female,1,0,0
30.888276510217324,male,1,0,1
30.208939378694193,male,3,1,1
29.63812369334995,male,1,0,1
32.971271411517826,male,1,0,1
27.834593821140864,male,1,0,1
21.395069896796457,male,1,1,1
21.79711588139412,male,1,0,1
29.508700946760023,female,1,1,0
21.848628432993525,female,3,1,0
19.307313259842534,female,1,0,0
31.596453415378452,female,2,1,0
26.17534173868717,male,1,1,1
52.559894828740326,male,1,0,1
-9.764547125895177,female,3,1,0
46.37260277883693,female,3,1,0
48.69127788746444,male,2,0,1
-1.10085348612224,female,2,0,0
24.859686088794767,female,3,0,0
24.428387010063126,female,3,0,0
8.887324579232683,female,1,1,0
18.33274968613687,male,3,0,1
13.341362318012568,female,2,1,0
56.28405665135434,female,1,1,0
44.035175897211914,male,2,1,1
49.07332642491238,male,1,1,1
40.82508096064853,female,3,0,0
13.06422343174156,male,2,1,1
22.132196005803394,female,1,1,0
37.34061841841877,female,1,0,0
11.668082866620818,male,3,1,1
40.69497645258582,female,3,1,0
26.395119027627974,female,3,0,0
24.377687886756036,female,2,1,0
40.664399523052374,female,1,0,0
36.6639496722906,male,3,1,1
24.5855075127138,male,2,0,1
47.38994705046372,female,2,0,0
13.784050086001539,male,2,1,1
39.239034104163956,female,3,1,0
38.89651886952576,female,3,1,0
25.356803410290148,female,1,0,0
34.89199533363177,female,1,1,0
11.233296354220457,female,3,1,0
43.860405288103514,male,2,1,1
27.226467953355165,female,2,1,0
22.159154692214408,male,2,1,1
45.73513838755334,male,1,1,1
19.43484464185861,female,2,0,0
8.873080554546604,female,1,0,0
6.650562397141442,female,1,0,0
39.0901492701846,female,2,0,0
10.793559712555755,female,2,1,0
56.32191272976547,male,3,1,1
-1.2289411182558325,female,3,1,0
55.44684552435057,female,2,1,0
33.16526200803928,male,1,0,1
28.549303321944116,male,1,1,1
21.826213697865754,female,1,1,0
35.987041715281066,male,1,1,1
29.435479463627274,female,1,1,0
46.54952823024782,male,3,1,1
31.713414729930594,male,2,1,1
32.25452642192816,female,3,1,0
24.54581681679216,male,1,1,1
29.145815644183987,male,1,1,1
34.61702653338089,male,1,1,1
4.347474110150618,male,1,1,1
9.777218668414307,male,2,1,1
41.148961410340725,male,1,0,1
32.562981571919124,female,2,1,0
27.240249954709814,female,1,0,0
30.276508995980898,male,2,0,1
35.21372558042506,female,3,0,0
21.903604795359577,female,1,1,0
18.32542911896531,female,2,1,0
32.93767882646522,male,3,1,1
15.32440833577452,female,1,0,0
36.12379133571708,male,1,0,1
4.461245936432395,female,1,1,0
45.437334559884654,male,2,0,1
37.08896223619564,male,2,0,1
33.840446014708135,female,3,1,0
44.74036475918271,female,2,0,0
54.98211666693865,male,2,0,1
45.21555097527195,female,1,1,0
2.386886530025322,female,1,1,0
10.806345498964475,female,1,1,0
20.627721334564818,male,1,0,1
30.391365753162507,male,1,1,1
37.76488530703685,female,1,0,0
19.113842802698016,female,1,1,0
32.80150146715617,female,3,0,0
18.66925601470016,male,3,1,1
20.827232955120778,male,3,1,1
8.900083547276665,female,3,1,0
16.151501308336435,female,1,1,0
9.724730915754996,female,3,0,0
15.36190120534001,female,1,0,0
45.80462694911759,female,3,0,0
15.759016667520855,female,2,1,0
69.48573097256086,male,3,1,1
37.39976851321334,female,3,1,0
32.77254185542311,male,1,0,1
17.124633297281797,female,3,1,0
40.50464819113487,female,2,0,0
21.36543260643339,male,1,0,1
31.83014721968042,male,1,0,1
68.40126807403192,male,3,0,1
28.55910150413025,male,1,1,1
47.23909989428513,female,1,1,0
19.45235362311169,male,1,0,1
29.475172642545573,female,1,1,0
56.56200953453265,male,1,1,1
20.59549413318349,female,1,0,0
57.186728369953926,female,2,1,0
40.616279031832136,female,3,0,0
21.562998361585986,female,2,0,0
39.48611608583281,female,1,1,0
44.58831674440095,female,1,0,0
39.327149433257944,male,3,1,1
6.446629201643155,female,2,1,0
19.09294236262697,male,3,1,1
26.28722046672743,male,2,1,1
28.883498563499305,female,1,1,0
39.31008146326017,male,3,0,1
32.66551501399881,female,3,0,0
9.969834619348482,male,1,1,1
35.70296776508945,female,3,0,0
39.15878617925735,male,2,1,1
38.396856718965594,female,2,1,0
46.21171088331933,female,2,1,0
42.50883231823356,female,2,1,0
36.88770118842655,female,1,0,0
28.947514328120295,male,3,1,1
5.085585997260129,female,2,0,0
36.44427328698879,male,1,1,1
33.115315307446664,male,3,1,1
34.0736825579306,male,3,1,1
10.84877136269536,female,1,1,0
13.784151893876064,male,1,0,1
45.797292799993556,male,2,0,1
29.406672692150174,male,3,1,1
40.22251046058936,female,3,1,0
30.424775641956916,female,1,0,0
30.44634209243618,male,3,1,1
44.074257089639964,female,2,1,0
22.25932907673939,female,3,1,0
31.44181165411475,male,1,1,1
23.065870669424363,male,1,0,1
23.482556588515266,female,2,1,0
25.36241814797041,male,2,0,1
33.33200657450569,female,3,1,0
22.81877067504784,female,3,1,0
48.83634188360281,female,1,1,0
16.58089046670744,female,2,1,0
27.196925337579614,female,2,1,0
23.404034125887378,female,2,1,0
51.704668265306,male,3,0,1
32.94832164767362,male,2,1,1
45.477668092029525,female,1,0,0
7.71659440444542,female,1,1,0
34.00575398803888,female,3,1,0
43.34446193435156,male,3,0,1
31.23425983913136,female,2,1,0
45.98220562598027,male,3,0,1
22.240673248494417,female,1,0,0
51.140211602783694,female,2,1,0
64.48347185428875,male,1,1,1
24.557421593405113,male,2,1,1
23.31746217898842,female,3,1,0
51.80076715676552,female,2,1,0
53.693582185960686,female,2,1,0
22.157099592700977,male,1,0,1
23.697197743562143,male,1,1,1
25.77323086709239,male,2,0,1
9.833242334485846,male,3,1,1
16.220220802737025,male,3,1,1
14.937888498718982,male,1,0,1
18.483036523438074,female,3,1,0
29.479726689198284,female,1,0,0
33.51322098804781,male,3,0,1
53.25750739221115,female,2,0,0
15.024689388918135,female,1,1,0
44.764835977148756,male,1,0,1
26.790167336617365,female,2,0,0
29.258044355213507,male,1,0,1
40.122292382499054,male,3,1,1
13.159169676565522,female,3,0,0
35.736146192760756,male,1,0,1
32.49678312319584,male,3,1,1
37.38676896012224,male,1,0,1
34.33752965861727,male,2,0,1
66.82950209866341,male,1,0,1
20.43390023623026,male,2,1,1
22.035045674972736,male,3,0,1
20.652892103628535,male,2,1,1
21.667843212596182,female,3,1,0
20.439193090402235,female,1,1,0
47.83524796661328,female,3,1,0
51.30756371984782,male,1,1,1
21.438805593757856,male,1,0,1
17.51466640343657,female,2,1,0
37.07123334579606,female,2,0,0
21.71665433578543,female,2,1,0
39.493977266332664,male,2,1,1
33.0438453127695,female,3,1,0
7.263838275041522,female,3,1,0
53.212578019950925,male,3,0,1
56.938165096432826,female,1,0,0
20.808169642734207,male,3,1,1
24.184476600960238,male,3,0,1
34.287980860873574,male,3,1,1
35.01685184980538,female,2,0,0
39.878164090092454,female,3,1,0
60.15306808149525,male,1,1,1
